  PID  PPID STAT  %CPU %MEM     ELAPSED COMM
 1026     1 S      0.0  0.0 01-16:48:29 /System/Library/PrivateFrameworks/MapsSync.framework/mapssyncd
 1027     1 S      0.0  0.0 01-16:48:29 /System/Library/PrivateFrameworks/ToneLibrary.framework/Versions/A/XPCServices/com.apple.tonelibraryd.xpc/Contents/MacOS/com.apple.tonelibraryd
 1028     1 Ss     0.0  0.0 01-16:48:29 /usr/libexec/captiveagent
 1030     1 S      0.0  0.0 01-16:48:29 /System/Library/PrivateFrameworks/FaceTimeMessageStore.framework/facetimemessagestored
 1034     1 S      0.0  0.0 01-16:48:29 /usr/libexec/icloudmailagent
 1035     1 Ss     0.0  0.0 01-16:48:29 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
 1037     1 S      0.0  0.0 01-16:48:29 /System/Library/PrivateFrameworks/WebPrivacy.framework/webprivacyd
 1038     1 S      0.0  0.0 01-16:48:29 /System/Library/PrivateFrameworks/Synapse.framework/Support/contentlinkingd
 1039     1 Ss     0.0  0.0 01-16:48:29 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
 1040     1 Ss     0.0  0.0 01-16:48:29 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
 1041     1 Ss     0.0  0.0 01-16:48:29 /System/Library/CoreServices/ReportCrash
 1042     1 S      0.0  0.0 01-16:48:29 /System/Library/PrivateFrameworks/DataAccess.framework/Support/dataaccessd
 1044     1 S      0.0  0.0 01-16:48:29 /usr/libexec/metrickitd
 1047     1 Ss     0.0  0.0 01-16:48:29 /System/iOSSupport/System/Library/ExtensionKit/Extensions/KonaSynthesizer.appex/Contents/MacOS/KonaSynthesizer
 1048     1 Ss     0.0  0.0 01-16:48:29 /System/Library/PrivateFrameworks/MacinTalk.framework/PlugIns/WardaSynthesizer.appex/Contents/MacOS/WardaSynthesizer
 1049     1 Ss     0.0  0.0 01-16:48:29 /System/Library/PrivateFrameworks/MacinTalk.framework/PlugIns/MacinTalkAUSP.appex/Contents/MacOS/MacinTalkAUSP
 1051     1 Ss     0.0  0.0 01-16:48:29 /System/iOSSupport/System/Library/ExtensionKit/Extensions/MauiAUSP.appex/Contents/MacOS/MauiAUSP
 1052   729 S      3.0  0.2 01-16:48:28 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.77/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
 1053   729 S      0.1  0.1 01-16:48:28 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.77/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
 1054     1 Ss     0.0  0.0 01-16:48:28 /System/Library/PrivateFrameworks/TrialServer.framework/Versions/A/XPCServices/TrialArchivingService.xpc/Contents/MacOS/TrialArchivingService
 1061   729 S      0.0  0.1 01-16:48:28 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.77/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
 1062   729 S      0.0  0.0 01-16:48:28 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.77/Helpers/Google Chrome Helper (Alerts).app/Contents/MacOS/Google Chrome Helper (Alerts)
 1063     1 Ss     0.0  0.0 01-16:48:28 /usr/libexec/aneuserd
 1064     1 Ss     0.0  0.0 01-16:48:28 /usr/libexec/online-auth-agent
 1065   727 S      0.0  0.1 01-16:48:28 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
 1066   727 S      0.1  0.1 01-16:48:28 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
 1067     1 S      0.0  0.0 01-16:48:28 /usr/libexec/SidecarRelay
 1068     1 Ss     0.0  0.0 01-16:48:28 /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
 1070   727 S      0.0  0.1 01-16:48:28 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
 1071     1 S      0.0  0.0 01-16:48:28 /System/Library/PrivateFrameworks/IntelligenceFlowContextRuntime.framework/Versions/A/intelligencecontextd
 1076     1 S      0.0  0.0 01-16:48:28 /System/Cryptexes/App/usr/libexec/SafariLaunchAgent
 1077   729 S      0.0  0.2 01-16:48:28 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 1079     1 S      0.0  0.0 01-16:48:28 /usr/sbin/distnoted
 1080   729 S      0.0  0.1 01-16:48:28 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 1082   729 S      0.0  0.1 01-16:48:28 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 1083   729 S      0.0  0.1 01-16:48:28 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 1085   729 S      0.0  0.1 01-16:48:28 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 1087     1 S      0.0  0.0 01-16:48:28 /System/Library/PrivateFrameworks/HearingCore.framework/heard
 1088     1 S      0.0  0.0 01-16:48:28 /System/Library/PrivateFrameworks/DeviceCheckInternal.framework/devicecheckd
 1091   729 S      0.0  0.4 01-16:48:28 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 1092   729 S      0.0  0.1 01-16:48:28 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 1093     1 Ss     0.0  0.0 01-16:48:27 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
 1094   729 S      0.0  0.1 01-16:48:27 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
 1095     1 Ss     0.0  0.0 01-16:48:27 /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer
 1097     1 Ss     0.0  0.0 01-16:48:27 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
 1101     1 Ss     0.0  0.1 01-16:48:27 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.EnhancedSecurity.xpc/Contents/MacOS/com.apple.WebKit.WebContent.EnhancedSecurity
 1102     1 S      0.0  0.0 01-16:48:27 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
 1103     1 Ss     0.0  0.0 01-16:48:27 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1104     1 Ss     0.0  0.0 01-16:48:27 /System/iOSSupport/System/Library/ExtensionKit/Extensions/SiriAUSP.appex/Contents/MacOS/SiriAUSP
 1107   729 S      0.0  0.0 01-16:48:27 /Applications/Claude.app/Contents/Helpers/chrome-native-host
 1109   728 S      2.8  0.1 01-16:48:27 /Applications/Manus.app/Contents/Frameworks/Manus Helper.app/Contents/MacOS/Manus Helper
 1110     1 S      0.0  0.0 01-16:48:27 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/reversetemplated
 1117     1 S      0.0  0.0 01-16:48:27 /usr/libexec/findmydevice-user-agent
 1125     1 SN     0.0  0.0 01-16:48:27 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport
 1134     1 S      0.0  0.0 01-16:48:27 /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/ModelCatalogAgent
 1135   728 S      0.0  0.0 01-16:48:27 /Applications/Manus.app/Contents/Frameworks/Manus Helper.app/Contents/MacOS/Manus Helper
 1136     1 Ss     0.0  0.0 01-16:48:27 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1154     1 Ss     0.0  0.0 01-16:48:26 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
 1176     1 S      0.0  0.0 01-16:48:26 /opt/homebrew/opt/tor/bin/tor
 1183     1 S      0.4  0.0 01-16:48:26 /System/Library/CoreServices/Siri.app/Contents/MacOS/Siri
 1185     1 S      0.0  0.0 01-16:48:26 /System/Library/Image Capture/Support/icdd
 1190     1 S      0.0  0.1 01-16:48:26 com.apple.Passwords.MenuBarExtra
 1192     1 S      0.3  0.0 01-16:48:26 /opt/homebrew/opt/ollama/bin/ollama
 1193     1 S      0.0  0.0 01-16:48:26 /System/Library/PrivateFrameworks/AskPermission.framework/Versions/A/Resources/askpermissiond
 1195     1 S      0.0  0.0 01-16:48:26 /Users/acehack/Library/Application Support/com.grammarly.ProjectLlama/Grammarly Desktop Update Service.app/Contents/MacOS/Grammarly Desktop Update Service
 1197     1 S      0.0  0.0 01-16:48:26 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent
 1203     1 S      0.0  0.1 01-16:48:26 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/Creative Cloud
 1206     1 S      0.0  0.0 01-16:48:26 /System/Library/CoreServices/diagnostics_agent
 1207     1 S      0.0  0.1 01-16:48:26 /Applications/Grass.app/Contents/MacOS/grass
 1208     1 S      0.0  0.0 01-16:48:26 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
 1210     1 S      0.0  0.0 01-16:48:26 /Applications/Grammarly Desktop.app/Contents/Library/LaunchAgents/Grammarly Desktop Helper.app/Contents/MacOS/Grammarly Desktop Helper
 1211     1 S      0.0  0.1 01-16:48:26 /Applications/Kiro CLI.app/Contents/MacOS/kiro_cli_desktop
 1212     1 S      0.0  0.2 01-16:48:26 /Applications/JetBrains Toolbox.app/Contents/MacOS/jetbrains-toolbox
 1216     1 Ss     0.0  0.0 01-16:48:26 /System/Library/PrivateFrameworks/StocksKit.framework/XPCServices/StocksKitService.xpc/Contents/MacOS/StocksKitService
 1217     1 Ss     0.0  0.0 01-16:48:26 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
 1228     1 S      0.0  0.0 01-16:48:26 /Applications/Canon Utilities/EOS Utility/EOS Utility.app/Contents/MacOS/EOS Utility
 1238     1 S      0.0  0.3 01-16:48:26 /Applications/Plex Media Server.app/Contents/MacOS/Plex Media Server
 1253     1 S      0.0  0.0 01-16:48:26 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
 1262     1 S      0.0  0.0 01-16:48:26 /usr/libexec/keychainsharingmessagingd
 1274   729 S      0.0  0.0 01-16:48:26 /Applications/ExpressVPN.app/Contents/MacOS/expressvpn-browser-helper
 1277     1 S      0.0  0.1 01-16:48:26 /Applications/Parallels Toolbox.app/Contents/MacOS/Parallels Toolbox
 1288     1 S      0.0  0.0 01-16:48:26 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
 1293     1 Ss     0.0  0.0 01-16:48:26 /System/Library/PrivateFrameworks/IDSBlastDoorSupport.framework/Versions/A/XPCServices/IDSBlastDoorService.xpc/Contents/MacOS/IDSBlastDoorService
 1306     1 S      0.0  0.0 01-16:48:26 /Applications/Google Drive.app/Contents/MacOS/Google Drive
 1313     1 S      0.0  0.0 01-16:48:26 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
 1314     1 Ss     0.0  0.0 01-16:48:26 /System/Library/PrivateFrameworks/FindMyMac.framework/Resources/FindMyMacd
 1321     1 S      0.0  0.1 01-16:48:25 /Applications/Grammarly Desktop.app/Contents/MacOS/Grammarly Desktop
 1324     1 S      0.0  0.0 01-16:48:25 /System/Cryptexes/App/usr/libexec/PasswordBreachAgent
 1326     1 S      0.0  0.1 01-16:48:25 /Applications/Utilities/Adobe Creative Cloud Experience/CCXProcess/CCXProcess.app/Contents/MacOS/Creative Cloud Content Manager.node
 1327     1 Ss     0.0  0.0 01-16:48:25 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
 1330     1 Ss     0.0  0.0 01-16:48:25 /System/Library/PrivateFrameworks/UARPAssetManager.framework/XPCServices/UARPAssetManagerServiceMobileAsset.xpc/Contents/MacOS/UARPAssetManagerServiceMobileAsset
 1343     1 S      0.0  0.0 01-16:48:25 /Library/Application Support/Adobe/Adobe Desktop Common/IPCBox/AdobeIPCBroker.app/Contents/MacOS/AdobeIPCBroker
 1348     1 Ss     0.0  0.0 01-16:48:25 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
 1351     1 S      0.0  0.0 01-16:48:24 /Applications/Google Drive.app/Contents/MacOS/crashpad_handler
 1352  1306 S      0.0  0.1 01-16:48:24 /Applications/Google Drive.app/Contents/MacOS/Google Drive
 1357     1 Ss     0.0  0.0 01-16:48:24 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
 1358     1 Ss     0.0  0.0 01-16:48:24 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
 1359     1 Ss     0.0  0.0 01-16:48:24 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 1360     1 Ss     0.0  0.0 01-16:48:24 /System/Library/Frameworks/ImageCaptureCore.framework/Versions/A/XPCServices/mscamerad-xpc.xpc/Contents/MacOS/mscamerad-xpc
 1361     1 S      0.0  0.0 01-16:48:24 /usr/libexec/ptpcamerad
 1369     1 Ss     0.0  0.0 01-16:48:24 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1382     1 S      0.0  0.0 01-16:48:23 /System/Library/PrivateFrameworks/OnDeviceStorage.framework/Support/amsondevicestoraged
 1383     1 Ss     0.0  0.0 01-16:48:23 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
 1384     1 Ss     0.0  0.0 01-16:48:23 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
 1389     1 Ss     0.0  0.0 01-16:48:23 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 1397     1 Ss     0.0  0.0 01-16:48:23 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
 1398     1 Ss     0.0  0.0 01-16:48:23 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
 1401     1 Ss     0.0  0.1 01-16:48:23 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 1406     1 Ss     0.0  0.0 01-16:48:23 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1429     1 Ss     0.0  0.1 01-16:48:23 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 1432     1 Ss     0.0  0.0 01-16:48:23 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1433     1 Ss     0.0  0.0 01-16:48:23 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1434     1 Ss     0.0  0.0 01-16:48:23 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1435     1 Ss     0.0  0.0 01-16:48:23 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1436     1 Ss     0.0  0.0 01-16:48:23 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1437   728 S     18.4  0.9 01-16:48:23 /Applications/Manus.app/Contents/Frameworks/Manus Helper (Renderer).app/Contents/MacOS/Manus Helper (Renderer)
 1438  1238 SN     0.0  0.0 01-16:48:23 Plex Plug-in [com.plexapp.system]
 1441     1 Ss     0.0  0.0 01-16:48:22 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AUCrashHandlerService.xpc/Contents/MacOS/AUCrashHandlerService
 1444   729 S      0.0  0.0 01-16:48:22 /Applications/1Password.app/Contents/Library/LoginItems/1Password Browser Helper.app/Contents/MacOS/1Password-BrowserSupport
 1449   728 Ss     0.0  0.0 01-16:48:22 /Applications/Manus.app/Contents/Resources/bin/manus-computer-operator
 1456     1 Ss     0.0  0.0 01-16:48:22 /usr/libexec/assetsubscriptiond
 1457     1 Ss     0.0  0.0 01-16:48:22 /System/Library/PrivateFrameworks/Ecosystem.framework/Support/ecosystemd
 1477     1 S      0.0  0.0 01-16:48:20 /usr/libexec/GamePolicyAgent
 1478  1321 S      0.0  0.1 01-16:48:20 /Applications/Grammarly Desktop.app/Contents/Frameworks/ProjectLlamaContent.framework/Versions/A/Frameworks/WebUI.framework/Versions/A/Helpers/Superhuman Web UI.app/Contents/MacOS/app_inkwell
 1479   728 S      0.0  0.0 01-16:48:20 /Applications/Manus.app/Contents/Frameworks/Manus Helper.app/Contents/MacOS/Manus Helper
 1480     1 Ss     0.0  0.0 01-16:48:20 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService
 1482     1 Ss     0.0  0.0 01-16:48:20 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
 1485     1 Ss     0.0  0.0 01-16:48:20 /System/Library/Frameworks/ImageCaptureCore.framework/Versions/A/XPCServices/mscamerad-xpc.xpc/Contents/MacOS/mscamerad-xpc
 1488     1 Ss     0.0  0.0 01-16:48:20 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1491  1238 S      0.0  0.0 01-16:48:19 /Applications/Plex Media Server.app/Contents/MacOS/Plex DLNA Server
 1494  1238 S      0.0  0.0 01-16:48:19 /Applications/Plex Media Server.app/Contents/MacOS/Plex Tuner Service
 1495     1 Ss     0.0  0.0 01-16:48:19 /usr/libexec/audioanalyticsd
 1497     1 S      0.0  0.0 01-16:48:19 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
 1498   727 S      0.0  0.0 01-16:48:19 /Applications/ChatGPT.app/Contents/Resources/native/bare-modifier-monitor
 1504   727 S      0.4  1.4 01-16:48:19 /Applications/ChatGPT.app/Contents/Resources/codex
 1507     1 Ss     0.0  0.2 01-16:48:19 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 1513     1 Ss     0.0  0.0 01-16:48:19 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
 1514     1 Ss     0.0  0.0 01-16:48:19 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
 1515     1 Ss     0.0  0.0 01-16:48:19 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
 1517     1 S      0.0  0.0 01-16:48:19 /System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/com.apple.Safari.SafeBrowsing.Service
 1518     1 Ss     0.0  0.0 01-16:48:19 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
 1521     1 Ss     0.0  0.1 01-16:48:19 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 1522     1 Ss     0.0  0.0 01-16:48:19 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1526     1 Ss     0.0  0.0 01-16:48:18 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
 1532     1 Ss     0.0  0.2 01-16:48:18 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 1533     1 Ss     0.0  0.2 01-16:48:18 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 1535     1 Ss     0.0  0.0 01-16:48:18 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1537     1 Ss     0.0  0.0 01-16:48:18 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1547     1 S      0.0  0.0 01-16:48:17 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
 1548     1 Ss     0.0  0.0 01-16:48:17 /System/Library/PrivateFrameworks/AppPredictionFoundation.framework/Versions/A/XPCServices/AppPredictionIntentsHelperService.xpc/Contents/MacOS/AppPredictionIntentsHelperService
 1549   727 S      0.0  0.2 01-16:48:16 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
 1550   727 S      0.7  0.6 01-16:48:16 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
 1551     1 S      0.0  0.0 01-16:48:16 /System/Library/PrivateFrameworks/LockdownMode.framework/Versions/A/XPCServices/lockdownmoded
 1590   727 S      0.0  0.0 01-16:48:13 /Users/acehack/.codex/computer-use/Codex Computer Use.app/Contents/MacOS/SkyComputerUseService
 1598     1 Ss     0.0  0.0 01-16:48:13 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
 1599     1 Ss     0.0  0.0 01-16:48:13 /System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/Extensions/SafariLinkExtension.appex/Contents/MacOS/SafariLinkExtension
 1619     1 S      0.0  0.0 01-16:48:12 /System/Library/PrivateFrameworks/WeatherDaemon.framework/weatherd
 1620     1 S      0.0  0.0 01-16:48:12 /usr/libexec/adprivacyd
 1631  1203 S      0.0  0.1 01-16:48:11 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/../Frameworks/Creative Cloud UI Helper (GPU).app/Contents/MacOS/Creative Cloud UI Helper (GPU)
 1634     1 S      0.0  0.0 01-16:48:10 /usr/libexec/promotedcontentd
 1643     1 Ss     0.0  0.0 01-16:48:10 /System/Library/CoreServices/CrashReporterSupportHelper
 1649     1 Ss     0.0  0.0 01-16:48:09 /System/Library/PrivateFrameworks/CoreEmbeddedSpeechRecognition.framework/Versions/A/XPCServices/com.apple.siri.embeddedspeech.xpc/Contents/MacOS/com.apple.siri.embeddedspeech
 1731     1 Ss     0.0  0.0 01-16:48:08 /usr/libexec/fairplaydeviceidentityd
 1748  1203 S      0.0  0.0 01-16:48:07 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/../Frameworks/Creative Cloud UI Helper.app/Contents/MacOS/Creative Cloud UI Helper
 1749  1203 S      0.0  0.0 01-16:48:06 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/../Frameworks/Creative Cloud UI Helper.app/Contents/MacOS/Creative Cloud UI Helper
 1801     1 Ss     0.0  0.0 01-16:48:05 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
 1810     1 Ss     0.0  0.0 01-16:48:05 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService
 1914     1 Ss     0.0  0.0 01-16:48:03 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/installd
 1915     1 Ss     0.0  0.0 01-16:48:03 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/system_installd
 1916     1 S      0.0  0.0 01-16:48:03 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
 1917     1 S      0.0  0.0 01-16:48:03 /System/Library/PrivateFrameworks/GeoServices.framework/geodMachServiceBridge
