  PID  PPID STAT  %CPU %MEM     ELAPSED COMM
  761     1 S      0.0  0.2 01-16:48:36 /System/Applications/Messages.app/Contents/MacOS/Messages
  762     1 S      0.0  0.1 01-16:48:36 /System/Library/PrivateFrameworks/ChronoCore.framework/Support/chronod
  763     1 S      0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing
  764     1 S      0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent
  765     1 S      0.0  0.1 01-16:48:36 /Applications/ExpressVPN.app/Contents/MacOS/ExpressVPN
  766     1 S      0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
  767     1 S      0.0  0.0 01-16:48:36 /usr/sbin/distnoted
  768     1 Ss     0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSODaemon
  769     1 S      0.0  0.1 01-16:48:36 /System/Applications/Mail.app/Contents/MacOS/Mail
  771     1 Ss     0.0  0.0 01-16:48:36 /usr/libexec/ioupsd
  772     1 Ss     0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/StandaloneHIDAudService.xpc/Contents/MacOS/StandaloneHIDAudService
  775     1 Ss     0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
  776     1 S      0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/JetCore.framework/Support/jetpackassetd
  777     1 S      0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/GenerativeExperiencesRuntime.framework/Versions/A/generativeexperiencesd
  778     1 S      0.0  0.0 01-16:48:36 /System/Library/Frameworks/FinanceKit.framework/financed
  779     1 S      0.0  0.1 01-16:48:36 /System/Applications/Calendar.app/Contents/MacOS/Calendar
  781     1 S      0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/HomeKitEvents.framework/Support/homeeventsd
  782     1 S      0.0  0.1 01-16:48:36 /System/Library/CoreServices/Dock.app/Contents/MacOS/Dock
  783     1 Ss     0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  784     1 S      0.0  0.1 01-16:48:36 /System/Library/CoreServices/ControlCenter.app/Contents/MacOS/ControlCenter
  785     1 S      0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/IntlPreferences.framework/Support/localizationswitcherd
  786     1 S      0.0  0.0 01-16:48:36 /System/Library/CoreServices/SystemUIServer.app/Contents/MacOS/SystemUIServer
  787     1 S      0.0  0.0 01-16:48:36 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/fontd
  788     1 S      0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/CoreCDP.framework/Versions/A/Resources/cdpd
  789     1 S      0.0  0.2 01-16:48:36 /System/Library/CoreServices/Finder.app/Contents/MacOS/Finder
  792     1 S      0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/TextToSpeechVoiceBankingSupport.framework/Support/voicebankingd
  795     1 S      0.0  0.0 01-16:48:36 /System/Library/CoreServices/AccessibilityUIServer.app/Contents/MacOS/AccessibilityUIServer
  796     1 S      0.0  0.0 01-16:48:36 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker
  797     1 S      0.0  0.0 01-16:48:36 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/XPCServices/csnameddatad.xpc/Contents/MacOS/csnameddatad
  798     1 S      0.0  0.0 01-16:48:36 /usr/libexec/dmd
  799     1 Ss     0.0  0.0 01-16:48:36 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  800     1 S      0.0  0.0 01-16:48:36 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
  801     1 S      0.0  0.0 01-16:48:36 /System/Library/CoreServices/WallpaperAgent.app/Contents/MacOS/WallpaperAgent
  802     1 S      0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/iCloudDriveCore.framework/Versions/A/Support/bird
  803     1 Ss     0.0  0.0 01-16:48:36 /usr/sbin/filecoordinationd
  804     1 S      0.0  0.1 01-16:48:36 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
  805     1 S      0.0  0.0 01-16:48:36 /System/Library/Frameworks/DiskArbitration.framework/Versions/A/Support/DiskArbitrationAgent
  806     1 Ss     0.0  0.0 01-16:48:36 /usr/sbin/systemsoundserverd
  807     1 S      0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
  808     1 S      0.1  0.0 01-16:48:36 /System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
  810     1 Ss     0.0  0.0 01-16:48:36 automountd
  811     1 S      0.0  0.0 01-16:48:36 /System/Library/CoreServices/UserNotificationCenter.app/Contents/MacOS/UserNotificationCenter
  812     1 S      0.0  0.1 01-16:48:36 /System/Library/CoreServices/iconservicesagent
  813     1 S      0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
  814     1 S      0.0  0.1 01-16:48:36 /System/Library/PrivateFrameworks/FileProvider.framework/Support/fileproviderd
  815     1 Ss     0.0  0.0 01-16:48:36 /usr/libexec/gamepolicyd
  816     1 S      0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent
  817     1 S      0.0  0.0 01-16:48:36 /System/Library/Frameworks/ManagedSettings.framework/Versions/A/ManagedSettingsAgent
  819     1 Ss     0.0  0.0 01-16:48:36 /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/Contents/PlugIns/ACCFinderSync.appex/Contents/MacOS/ACCFinderSync
  820     1 S      0.0  0.0 01-16:48:36 /usr/libexec/intelligentroutingd
  821     1 S      0.0  0.0 01-16:48:36 /System/Library/CoreServices/audioaccessoryd
  822     1 Ss     0.0  0.0 01-16:48:36 /usr/libexec/wallpaperexportd
  823     1 Ss     0.0  0.0 01-16:48:36 /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
  824     1 Ss     0.0  0.0 01-16:48:36 /Applications/Google Drive.app/Contents/Applications/FinderHelper.app/Contents/PlugIns/FinderSyncExtension.appex/Contents/MacOS/FinderSyncExtension
  825     1 Ss     0.0  0.0 01-16:48:36 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  827     1 Ss     0.0  0.1 01-16:48:36 /System/Library/ExtensionKit/Extensions/WallpaperAerialsExtension.appex/Contents/MacOS/WallpaperAerialsExtension
  828     1 S      0.0  0.4 01-16:48:36 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
  829     1 S      0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/SessionCore.framework/Support/liveactivitiesd
  830     1 S      0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/MobileTimer.framework/Executables/mobiletimerd
  831     1 S      0.0  0.0 01-16:48:36 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
  832     1 Ss     0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/login.framework/Versions/A/XPCServices/LoginUserService.xpc/Contents/MacOS/LoginUserService
  833     1 S      0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/NewDeviceOutreach.framework/ndoagent
  834     1 S      0.0  0.0 01-16:48:36 /usr/libexec/replayd
  835     1 S      0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/CommunicationTrust.framework/Support/communicationtrustd
  838     1 Ss     0.0  0.0 01-16:48:36 /usr/libexec/wifianalyticsd
  839     1 Ss     0.0  0.0 01-16:48:36 /usr/libexec/rosetta/oahd
  840     1 Ss     0.0  0.0 01-16:48:36 /System/Library/PrivateFrameworks/EcosystemAnalytics.framework/Support/ecosystemanalyticsd
  841     1 Ss     0.0  0.0 01-16:48:36 /Library/Apple/System/Library/PrivateFrameworks/DeviceInterface.framework/Support/deviceinterfaced
  842     1 Ss     0.0  0.0 01-16:48:36 /usr/libexec/kernelmanager_helper
  843     1 Ss     0.0  0.0 01-16:48:35 /usr/libexec/tailspind
  844     1 S      0.0  0.0 01-16:48:35 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  845     1 S      0.0  0.0 01-16:48:35 /System/Library/CoreServices/APFSUserAgent
  847     1 S      0.0  0.0 01-16:48:35 /System/Library/PrivateFrameworks/MobileDevice.framework/Resources/MobileDeviceUpdater.app/Contents/MacOS/MobileDeviceUpdater
  848     1 S      0.0  0.0 01-16:48:35 /System/Library/CoreServices/lockoutagent
  849     1 S      0.0  0.0 01-16:48:35 /usr/libexec/routined
  850     1 S      0.0  0.0 01-16:48:35 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/ContextStoreAgent
  851   721 S      0.0  0.0 01-16:48:35 /Applications/1Password.app/Contents/Frameworks/1Password Helper.app/Contents/MacOS/1Password Helper
  852   721 S      0.0  0.0 01-16:48:35 /Applications/1Password.app/Contents/Frameworks/1Password Helper.app/Contents/MacOS/1Password Helper
  853     1 S      0.0  0.0 01-16:48:35 /System/Library/CoreServices/pbs
  854     1 Ss     0.0  0.0 01-16:48:35 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  855     1 S      0.0  0.0 01-16:48:35 /usr/libexec/assessmentagent
  858     1 S      0.0  0.0 01-16:48:35 /System/Library/CoreServices/WiFiAgent.app/Contents/MacOS/WiFiAgent
  859     1 S      0.0  0.0 01-16:48:35 /usr/libexec/loginitemregisterd
  860     1 S      0.0  0.0 01-16:48:35 /System/Library/PrivateFrameworks/UserActivity.framework/Agents/useractivityd
  861     1 S      0.0  0.0 01-16:48:35 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  862   721 S      0.0  0.0 01-16:48:35 /Applications/1Password.app/Contents/MacOS/1Password-Crash-Handler
  863     1 Ss     0.0  0.0 01-16:48:35 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra
  864     1 Ss     0.0  0.0 01-16:48:35 /usr/libexec/countryd
  865     1 S      0.0  0.1 01-16:48:35 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
  866     1 S      0.0  0.0 01-16:48:35 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
  867     1 S      0.0  0.0 01-16:48:35 /usr/libexec/MTLAssetUpgraderD
  868     1 S      0.0  0.0 01-16:48:35 /usr/libexec/networkserviceproxy
  869     1 S      0.0  0.0 01-16:48:35 /usr/libexec/swcd
  870     1 S      0.0  0.1 01-16:48:35 /usr/libexec/duetexpertd
  871     1 S      0.0  0.0 01-16:48:35 /System/Library/Frameworks/MediaExtension.framework/Versions/A/Helpers/MENotificationAgent
  872     1 S      0.0  0.0 01-16:48:35 /usr/libexec/siriknowledged
  873     1 S      0.0  0.0 01-16:48:35 /System/Library/PrivateFrameworks/FamilyCircle.framework/Versions/A/Resources/familycircled
  874     1 S      0.0  0.0 01-16:48:35 /System/Library/Frameworks/FamilyControls.framework/Versions/A/FamilyControlsAgent
  875     1 Ss     0.0  0.0 01-16:48:35 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.external.extra.arm64.xpc/Contents/MacOS/com.apple.dock.external.extra.arm64
  876     1 S      0.0  0.0 01-16:48:35 /System/Library/Frameworks/StoreKit.framework/Support/storekitagent
  877     1 Ss     0.0  0.0 01-16:48:35 /System/Library/PrivateFrameworks/SafariFoundation.framework/Versions/A/XPCServices/CredentialProviderExtensionHelper.xpc/Contents/MacOS/CredentialProviderExtensionHelper
  878     1 S      0.0  0.0 01-16:48:35 /System/Library/CoreServices/ScopedBookmarkAgent
  879     1 S      0.0  0.0 01-16:48:35 /usr/libexec/appleaccountd
  880     1 S      0.0  0.0 01-16:48:35 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistoryPluginHelper
  881     1 S      0.0  0.0 01-16:48:35 /System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild
  882     1 S      0.0  0.0 01-16:48:35 /System/Library/PrivateFrameworks/iCloudNotification.framework/iCloudNotificationAgent
  883     1 S      0.0  0.0 01-16:48:35 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem
  884     1 S      0.0  0.0 01-16:48:35 /usr/libexec/milod
  886     1 S      0.0  0.0 01-16:48:35 2BUA8C4S2C.com.1password.browser-helper
  887     1 Ss     0.0  0.0 01-16:48:35 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  888     1 S      0.0  0.2 01-16:48:35 /System/Library/CoreServices/NotificationCenter.app/Contents/MacOS/NotificationCenter
  889     1 S      0.0  0.0 01-16:48:35 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService
  890     1 Ss     0.0  0.0 01-16:48:34 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  891     1 S      0.0  0.8 01-16:48:34 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
  892     1 Ss     0.0  0.0 01-16:48:34 /usr/libexec/tracd
  893     1 S      0.0  0.0 01-16:48:34 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
  894     1 S      0.0  0.1 01-16:48:34 /System/Library/PrivateFrameworks/SiriTTSService.framework/sirittsd
  897     1 S      0.0  0.0 01-16:48:34 /usr/libexec/mobilerepaird
  899     1 S      0.0  0.0 01-16:48:34 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
  900     1 Ss     0.0  0.0 01-16:48:34 /usr/libexec/AssetCache/AssetCache
  901     1 S      0.0  0.0 01-16:48:34 /System/Library/PrivateFrameworks/iTunesCloud.framework/Support/itunescloudd
  902     1 Ss     0.0  0.0 01-16:48:34 /System/Library/PrivateFrameworks/CoreADI.framework/adid
  903     1 S      0.0  0.0 01-16:48:34 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
  904     1 S      0.0  0.0 01-16:48:34 /usr/libexec/triald
  905     1 S      0.0  0.0 01-16:48:34 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
  906     1 S      0.0  0.0 01-16:48:34 /usr/libexec/diagnosticextensionsd
  907     1 S      0.0  0.0 01-16:48:34 /System/Library/PrivateFrameworks/SiriInference.framework/Versions/A/siriinferenced
  908     1 Ss     0.0  0.0 01-16:48:34 /System/Library/PrivateFrameworks/AmbientDisplay.framework/Versions/A/XPCServices/com.apple.AmbientDisplayAgent.xpc/Contents/MacOS/com.apple.AmbientDisplayAgent
  909   721 S      0.0  0.1 01-16:48:34 /Applications/1Password.app/Contents/Frameworks/1Password Helper (Renderer).app/Contents/MacOS/1Password Helper (Renderer)
  910     1 S      0.0  0.0 01-16:48:34 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
  912     1 Ss     0.0  0.0 01-16:48:34 /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
  913     1 Ss     0.0  0.0 01-16:48:34 /System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension
  914     1 S      0.0  0.0 01-16:48:34 /System/Library/PrivateFrameworks/TextInputUIMacHelper.framework/Versions/A/XPCServices/CursorUIViewService.xpc/Contents/MacOS/CursorUIViewService
  915     1 S      0.0  0.0 01-16:48:34 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
  916     1 Ss     0.0  0.0 01-16:48:34 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/XPCServices/com.apple.FaceTime.FTConversationService.xpc/Contents/MacOS/com.apple.FaceTime.FTConversationService
  917     1 Ss     0.0  0.0 01-16:48:34 /System/Library/Frameworks/Intents.framework/XPCServices/intents_helper.xpc/Contents/MacOS/intents_helper
  918     1 Ss     0.0  0.0 01-16:48:34 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
  920     1 S      0.0  0.2 01-16:48:34 /usr/libexec/spotlightknowledged.updater
  922     1 S      0.0  0.0 01-16:48:34 /System/Library/Frameworks/Translation.framework/translationd
  923     1 Ss     0.0  0.0 01-16:48:34 /System/Library/PrivateFrameworks/iCloudDriveService.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
  924     1 Ss     0.0  0.0 01-16:48:34 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.iCloudDriveFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.iCloudDriveFileProvider
  927     1 S      0.0  0.0 01-16:48:33 /System/Library/PrivateFrameworks/ContinuousDialogManagerService.framework/assistant_cdmd
  928     1 Ss     0.0  0.0 01-16:48:33 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  929     1 Ss     0.0  0.0 01-16:48:33 /System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget
  930     1 Ss     0.0  0.0 01-16:48:33 /System/Library/PrivateFrameworks/CSExattrCrypto.framework/Versions/A/XPCServices/CSExattrCryptoService.xpc/Contents/MacOS/CSExattrCryptoService
  931     1 S      0.0  0.0 01-16:48:33 /System/Library/PrivateFrameworks/CloudSubscriptionFeatures.framework/FeatureAccessAgent
  932     1 S      0.0  0.0 01-16:48:33 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
  933     1 S      0.0  0.0 01-16:48:33 /usr/libexec/avconferenced
  934     1 Ss     0.0  0.0 01-16:48:33 /usr/sbin/spindump
  935     1 S      0.0  0.0 01-16:48:33 /usr/libexec/spindump_agent
  936     1 Ss     0.0  0.0 01-16:48:33 /System/Library/CoreServices/SubmitDiagInfo
  937     1 Ss     0.0  0.0 01-16:48:33 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AudioConverterHardenedService.xpc/Contents/MacOS/AudioConverterHardenedService
  938     1 Ss     0.0  0.0 01-16:48:33 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AudioConverterService.xpc/Contents/MacOS/AudioConverterService
  939     1 Ss     0.0  0.0 01-16:48:33 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  940     1 Ss     0.0  0.0 01-16:48:33 /usr/libexec/modelmanagerd
  941     1 Ss     0.0  0.0 01-16:48:33 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper
  943     1 Ss     0.0  0.0 01-16:48:33 /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheTetheratorService.xpc/Contents/MacOS/AssetCacheTetheratorService
  944     1 Ss     0.0  0.0 01-16:48:33 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  945     1 Ss     0.0  0.0 01-16:48:33 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  946     1 Ss     0.0  0.0 01-16:48:33 /System/Library/PrivateFrameworks/WiFiPolicy.framework/XPCServices/WiFiCloudAssetsXPCService.xpc/Contents/MacOS/WiFiCloudAssetsXPCService
  947     1 Ss     0.0  0.0 01-16:48:33 /System/Applications/Photos.app/Contents/PlugIns/PhotosReliveWidget.appex/Contents/MacOS/PhotosReliveWidget
  948     1 Ss     0.0  0.0 01-16:48:33 /Applications/Google Drive.app/Contents/PlugIns/DFSFileProviderExtension.appex/Contents/MacOS/DFSFileProviderExtension
  949     1 Ss     0.0  0.0 01-16:48:32 /System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension
  950     1 Ss     0.0  0.0 01-16:48:32 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  951     1 S      0.0  0.0 01-16:48:32 /usr/libexec/swtransparencyd
  953     1 Ss     0.0  0.0 01-16:48:32 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  955     1 S      0.0  0.0 01-16:48:32 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
  956     1 Ss     0.0  0.0 01-16:48:32 /System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd
  957     1 S      0.0  0.0 01-16:48:32 /System/Library/CoreServices/appplaceholdersyncd
  958     1 Ss     0.0  0.0 01-16:48:32 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  959     1 S      0.0  0.0 01-16:48:32 /System/Library/CoreServices/UniversalControl.app/Contents/MacOS/UniversalControl
  963     1 S      0.0  0.1 01-16:48:32 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
  965     1 S      0.0  0.0 01-16:48:32 /usr/libexec/bluetoothuserd
  966     1 Ss     0.0  0.0 01-16:48:32 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver
  968     1 S      0.0  0.0 01-16:48:32 /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsagent
  969     1 Ss     0.0  0.0 01-16:48:32 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  970     1 S      0.0  0.0 01-16:48:32 cloudphotod
  971     1 S      0.0  0.0 01-16:48:32 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
  972     1 Ss     0.0  0.0 01-16:48:32 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
  973     1 Ss     0.0  0.0 01-16:48:32 /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
  974     1 S      0.0  0.0 01-16:48:32 /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
  979     1 Ss     0.0  0.0 01-16:48:32 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  981     1 S      0.0  0.0 01-16:48:32 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/browser_crashpad_handler
  983     1 S      0.0  0.0 01-16:48:31 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistorySyncHelper
  984     1 S      0.0  0.0 01-16:48:31 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/browser_crashpad_handler
  987     1 S      0.0  0.1 01-16:48:31 /usr/libexec/searchpartyuseragent
  988     1 S      0.0  0.0 01-16:48:31 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
  991     1 S      0.0  0.0 01-16:48:31 /usr/libexec/gamecontrolleragentd
  992     1 S      0.0  0.0 01-16:48:31 /System/Library/Frameworks/ClassKit.framework/Versions/A/progressd
  994     1 S      0.0  0.0 01-16:48:31 /System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd
  995     1 Ss     0.0  0.0 01-16:48:31 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
  996     1 S      0.0  0.0 01-16:48:31 /System/Library/PrivateFrameworks/CoreThreadCommissionerService.framework/CoreThreadCommissionerServiced
  998     1 Ss     0.0  0.0 01-16:48:31 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
  999     1 Ss     0.0  0.0 01-16:48:31 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1000     1 S      0.0  0.0 01-16:48:31 /System/Library/Frameworks/Contacts.framework/Support/postersyncd
 1002   745 S      0.0  0.0 01-16:48:31 /Users/acehack/Library/Application Support/iTerm2/iTermServer-3.6.11
 1003     1 Ss     0.0  0.0 01-16:48:31 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
 1004     1 Ss     0.0  0.0 01-16:48:30 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1006     1 Ss     0.0  0.0 01-16:48:30 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
 1007     1 Ss     0.0  0.0 01-16:48:30 /Applications/iTerm.app/Contents/XPCServices/pidinfo.xpc/Contents/MacOS/pidinfo
 1010     1 S      0.0  0.0 01-16:48:30 /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
 1012     1 S      0.0  0.0 01-16:48:30 /usr/libexec/textunderstandingd
 1013     1 Ss     0.0  0.0 01-16:48:30 /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
 1014     1 S      0.0  0.0 01-16:48:30 /System/Library/Frameworks/ColorSync.framework/Support/colorsync.useragent
 1017     1 Ss     0.0  0.0 01-16:48:30 /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
 1018     1 Ss     0.0  0.0 01-16:48:30 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1019     1 S      0.0  0.0 01-16:48:30 /usr/libexec/inputanalyticsd
 1021     1 S      0.0  0.0 01-16:48:30 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.77/Helpers/chrome_crashpad_handler
 1023     1 Ss     0.0  0.0 01-16:48:30 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService
 1024     1 S      0.0  0.0 01-16:48:30 /usr/sbin/BTLEServerAgent
